TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023zvr,ZTF23abtnjuf,,,,,19.3203,2023-12-14T13:24:56.001609,11.0,11.0,,,NT,0.39,,19.2469,18.9942,18.6372,0.36,0.0421667,60290.5,60292.6,211.21897608181817,-3.672764681818181
2023zvs,ZTF23abtnijv,,,,,19.5635,2023-12-14T13:28:32.001602,13.0,13.0,,,SN,1.7,,19.4568,19.2511,19.3595,-0.11,0.075625,60290.5,60292.6,213.1585890615385,-1.439251723076923
2023zvt,ZTF23abtnjsn,,,,,19.6501,2023-12-14T13:27:50.996154,7.0,7.0,,,SN,3.37,,19.5053,-999.0,-999.0,0.0,0.5,60290.5,60292.6,220.6837092846154,6.179033430769232
2023zvu,ZTF23abtnmdz,,,,,19.7594,2023-12-13T13:12:59.996154,4.0,4.0,,,AGN,0.56,,19.7594,18.8754,18.2661,0.61,0.00166667,60290.5,60291.6,220.507405125,1.9509085
2023zvw,ZTF23abtugio,,-0.06,-0.06,19.1874,19.2457,2023-12-13T12:55:47.999984,2.0,2.0,rising/peak,,SN,3.14,19.1874,19.2457,18.957,18.0018,0.96,0.030125,60291.5,60291.5,210.7860758,16.32885325
2023zvx,ZTF23abtuged,,0.06,0.06,19.7302,19.6671,2023-12-13T12:51:00.996475,1.0,1.0,rising/peak,,SN,13.93,19.7302,19.6671,-999.0,21.3305,-1020.33,0.601479,60291.5,60291.5,220.132271,55.13923305
2023zvy,ZTF23abtugeu,,0.09,-0.09,19.3927,19.4804,2023-12-13T12:51:00.996475,1.0,1.0,rising/peak,,SN,0.25,19.3927,19.4804,20.5981,20.0221,0.58,,60287.5,60291.5,229.74058056666664,55.1467436
2023zwc,ZTF23absdyig,,-0.0,0.07,19.7443,19.6749,2023-12-13T12:32:25.002243,1.0,1.0,,fading,SN,7.08,19.5246,19.6445,-999.0,-999.0,0.0,0.002,60287.4,60291.5,168.82264566,13.257897
2023zwe,ZTF23abtunum,,,,,19.1873,2023-12-13T12:27:08.000625,2.0,2.0,,,SN,3.46,,19.0553,18.3403,17.8609,0.48,0.0914464,60289.5,60291.5,198.3893841,76.0597994
2023zwf,ZTF23abtueqj,,-0.19,-0.05,19.4594,19.5107,2023-12-13T12:07:11.999992,3.0,3.0,rising/peak,,NT,0.97,19.4594,19.5107,18.6741,18.4168,0.26,0.00366667,60287.4,60291.5,164.094116375,2.86574835
2023zwg,ZTF23abttzbz,,0.06,0.18,19.7007,19.5253,2023-12-13T12:04:28.997779,2.0,2.0,rising/peak,,SN,1.61,19.7007,19.5253,19.1034,18.4694,0.63,0.00866667,60287.4,60291.5,155.54971815,-1.620785425
2023zwh,ZTF23absjgws,,,,19.7925,,2023-12-13T11:56:33.996490,1.0,1.0,,fading,SN,3.08,19.4147,,18.8939,-999.0,1017.89,0.5,60287.5,60291.5,200.656081375,29.687650325
2023zwi,ZTF23abtugje,,,,19.6734,,2023-12-13T11:58:36.001907,1.0,1.0,,,SN,0.47,19.649,,19.9552,19.2846,0.67,0.00916667,60287.5,60291.5,202.2617851,19.37776315
2023zwj,ZTF23abtughu,,,,19.537,,2023-12-13T11:54:31.999687,1.0,1.0,,,SN,0.7,19.537,,20.9863,20.7315,0.25,0.00166667,60287.5,60291.5,215.1536278,30.91754805
2023zwk,ZTF23absjgyj,,,,19.3865,,2023-12-13T11:50:27.003829,1.0,1.0,,,SN,2.73,19.3865,,20.3435,20.0491,0.29,0.0108333,60287.5,60291.5,223.8519898,51.5616386
2023zwl,ZTF23absjgxp,,,,19.1594,,2023-12-13T11:51:08.000633,1.0,1.0,,,SN,1.23,19.1594,,21.251,20.8644,0.39,0.0767113,60287.5,60291.5,225.9739921,50.0845632
2023zwm,ZTF23absjgxq,,,,19.5833,,2023-12-13T11:51:08.000633,1.0,1.0,,,VS,1.01,19.5833,,19.5319,19.3347,0.2,0.000833333,60287.5,60291.5,223.04216785,47.64093905
2023zwn,ZTF23absjfww,,,,19.7633,,2023-12-13T11:38:22.997741,1.0,1.0,,,SN,2.97,19.7633,,19.9408,19.1545,0.79,0.00125,60287.5,60291.5,177.51765845,35.076958649999995
2023zwp,ZTF23absjihl,,0.39,0.39,19.7331,19.3384,2023-12-13T11:29:10.996795,1.0,1.0,rising/peak,,NT,1.44,19.7331,19.3384,19.5764,18.8998,0.68,0.06025,60287.5,60291.5,185.631536,13.6650112
2023zwq,ZTF23absjmfq,,0.06,0.01,18.9053,18.8946,2023-12-13T11:28:29.999992,2.0,2.0,rising/peak,,VS,1.29,18.9053,18.8946,18.8995,18.3743,0.53,,60287.5,60291.5,188.407072675,5.170637025
2023zwr,ZTF23absjhib,,,,19.2911,,2023-12-13T11:21:27.996490,1.0,1.0,,,SN,3.26,19.2911,,20.4282,20.4822,-0.05,0.5,60287.5,60291.5,188.50188425,48.1921337
2023zws,ZTF23abtudlx,,,,19.581,,2023-12-13T11:23:39.998390,2.0,2.0,,,NT,1.03,19.5383,,19.1547,18.9103,0.24,0.0427917,60287.5,60291.5,214.6006627,40.752510533333336
2023zwt,ZTF23absjebu,,,,19.4593,,2023-12-13T11:19:24.997436,2.0,2.0,,,NT,0.11,19.4161,,18.9338,18.3146,0.62,0.003,60287.5,60291.5,171.67574219999997,39.7862524
2023zwu,ZTF23absjgzd,,,,19.4864,,2023-12-13T10:49:35.999053,1.0,1.0,,,SN,0.39,19.4864,,21.2032,21.1192,0.08,0.5,60287.5,60291.5,206.39818365,55.71347905
2023zwv,ZTF23abspaqj,,0.73,0.58,19.72,19.1364,2023-12-28T09:50:38.999046,2.0,2.0,,fading,SN,4.57,19.72,18.8778,18.1312,17.1151,1.02,0.173774,60289.4,60306.4,130.85317494,8.07832262
2023zww,ZTF23abttdga,,0.16,-0.01,18.9149,18.9271,2023-12-18T11:56:41.997131,3.0,3.0,rising/peak,,SN,0.05,18.9149,18.9271,21.662,21.291,0.37,0.0179167,60289.4,60296.5,139.93928151999998,14.40810188
2023zwy,ZTF23abrmhxw,,,,,19.4804,2023-11-15T12:12:17.000625,,,,,SN,0.46,,19.4804,19.2162,18.8567,0.36,0.0139583,60263.5,60263.5,183.4063695,61.0385735
2023zwy,ZTF23abttrtj,,,,19.0952,,2023-12-13T10:12:21.997451,2.0,2.0,,,SN,1.94,19.0952,,19.2162,18.8567,0.36,0.0139583,60289.4,60291.4,183.4059184,61.0389205
2023zxa,ZTF23absdnkg,,0.01,0.19,19.7419,19.5479,2023-12-18T11:30:27.002899,4.0,4.0,rising/peak,,SN,2.33,19.7346,19.5479,20.3373,20.0485,0.29,0.00208333,60287.4,60296.5,151.43207283333334,44.5255994
2023zxc,ZTF23abscseh,,0.2,0.24,19.8433,19.6068,2023-12-18T11:25:00.998390,8.0,8.0,,,SN,0.88,19.7064,19.5101,20.566,20.5433,0.02,0.00125,60287.3,60296.5,144.76282255882353,62.89127388235294
2023zxe,ZTF23absdsmf,,0.68,0.83,19.9834,19.1488,2023-12-13T10:15:46.998710,1.0,1.0,,fading,SN,4.68,19.4389,18.9211,17.9732,17.4489,0.52,0.0855298,60287.4,60291.4,169.51777122,62.45265854
2023zxf,ZTF23abscqxy,,0.65,0.65,20.3643,19.7134,2023-12-13T08:09:45.002876,1.0,1.0,rising/peak,,SN,2.65,20.3643,19.7134,19.7183,-999.0,1018.72,0.5,60289.4,60291.3,124.8097238,27.45967115
2023zxi,ZTF23abrrswp,,0.44,0.5,20.2739,19.773,2023-12-13T03:46:49.002227,4.0,3.0,rising/peak,,SN,1.24,20.2739,19.773,20.7471,19.8342,0.91,0.00208333,60268.2,60291.2,28.1048033,26.509227875
2023zxn,ZTF23abtuurf,,,,,19.6172,2023-12-13T13:34:50.001602,1.0,1.0,,,SN,0.34,,19.6172,20.0112,19.8678,0.14,0.00354167,60290.6,60291.6,224.3515685,1.4317179
2023zxo,ZTF23abtnnwa,,,,,19.3299,2023-12-14T13:31:57.002868,8.0,8.0,,,NT,0.86,,19.2174,18.7868,18.119,0.67,,60290.6,60292.6,237.71131745,9.07686195
2023zxp,ZTF23abtnkde,,,,,18.8465,2023-12-14T13:29:11.996154,4.0,4.0,,fading,SN,2.15,,18.5683,17.6515,17.1211,0.53,0.0724583,60290.5,60292.6,209.25751275454547,-12.4463912
2023zxq,ZTF23abtjdtm,,0.24,0.5,18.8398,18.3362,2023-12-28T09:28:34.996810,13.0,12.0,rising/peak,,SN,4.65,18.7442,18.3362,19.7789,19.9446,-0.17,0.001875,60289.4,60306.4,137.1813589,48.96950682352941
2023zxv,ZTF23abtughp,,,,19.3156,,2023-12-13T11:57:15.001899,1.0,1.0,,,SN,3.02,19.3047,,-999.0,-999.0,0.0,0.296549,60287.5,60291.5,211.53136655,19.5613864
2023zxx,ZTF23absorha,,0.53,0.62,20.3118,19.6904,2023-12-13T05:48:54.002891,3.0,3.0,,,VS,0.78,20.1239,19.6904,19.2178,18.3549,0.86,0.0169702,60287.2,60291.2,83.05732060000001,-2.0003709
2023zxy,ZTF23absiydt,,,,19.4108,,2023-12-13T10:48:54.000007,2.0,2.0,,,NT,1.34,19.248,,18.3776,18.8158,-0.44,0.00691667,60287.4,60291.5,186.54680893333327,53.43414663333333
2023zya,ZTF23absjiof,,0.19,0.33,19.325,18.9947,2023-12-13T12:00:37.998710,2.0,2.0,,fading,SN,0.25,19.0477,18.9947,22.161,21.5452,0.62,0.0165833,60287.5,60291.5,190.51111296666667,10.025477266666668
2023zyc,ZTF23absdylr,,,,19.6616,,2023-12-13T10:50:59.997108,1.0,1.0,,,SN,2.87,19.5467,,21.6918,21.3924,0.3,0.5,60287.4,60291.5,201.62036053333333,67.08287366666667
2023zyd,ZTF23absdupd,,0.25,0.13,19.7208,19.5859,2023-12-13T10:58:34.996810,2.0,2.0,rising/peak,,SN,0.05,19.7208,19.5859,21.4002,20.5352,0.86,0.003125,60287.5,60291.5,150.173039275,2.071189325
2023zye,ZTF23absdlti,,-0.03,-0.1,19.7778,19.8765,2023-12-18T11:46:51.003837,3.0,3.0,,fading,SN,0.65,19.6061,19.5902,22.4257,21.2949,1.13,0.979792,60287.4,60296.5,145.447492075,31.786467066666663
2023zyg,ZTF23abpbuun,,,,19.7633,,2023-12-13T11:25:04.998733,2.0,2.0,,,AGN,0.11,19.7348,,20.05,19.9989,0.05,0.187449,60287.5,60291.5,192.2920786,34.345455066666666
2023zyh,ZTF23abscwyb,,0.24,0.29,20.0029,19.7164,2023-12-13T09:14:18.997436,1.0,1.0,rising/peak,,SN,20.8,20.0029,19.7164,20.4315,19.7244,0.71,,60287.3,60291.4,147.8449116666667,58.04062556666667
2023zyl,ZTF20abltong,,,,,19.355,2023-12-13T12:49:39.996467,1.0,1.0,,,NT,0.66,,19.355,18.0891,17.4249,0.66,0.0175,60291.5,60291.5,228.3782837,66.4035133
2023zyp,ZTF23absjgzg,,,,18.9244,,2023-12-13T11:55:52.999687,1.0,1.0,,,AGN,0.37,18.9244,,18.0259,17.3622,0.66,0.100113,60287.5,60291.5,202.5346637,36.14344925
2023zyq,ZTF18aamzved,,0.14,0.1,19.4777,19.3823,2023-12-13T13:03:22.999687,3.0,3.0,rising/peak,,NT,0.5,19.309,19.3823,19.539,18.4356,1.1,0.00145833,60287.5,60291.5,218.68251695,46.288856275
2023zyt,ZTF23abufkyo,,,,20.8191,,2023-12-14T12:39:45.996475,1.0,1.0,,,SN,3.14,20.8002,,20.3556,19.2568,1.1,0.00633333,60292.4,60292.5,121.03106503333332,33.84010516666667
