TNS_ID,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023zfl,ZTF23abqkrcz,,,,,20.0245,2023-12-13T08:36:41.002555,2,2,,fading,VS,0.26,,19.7402,20.5089,19.5893,0.92,0.307227,60287.3,60291.4,116.2255536,7.69569145
2023zfn,ZTF23abomzap,,,,,18.2652,2023-12-09T06:32:40.001281,1,1,,,SN,0.15,,18.2652,17.7998,17.1487,0.65,0.15094,60259.4,60287.3,80.50749185000001,-12.666907299999998
2023zfr,ZTF23absiiif,,,,,17.9496,2023-12-09T08:34:58.998725,1,1,,,NT,0.7,,17.9496,16.9991,16.2205,0.78,0.145357,60261.5,60287.4,136.24704494999995,-12.462398449999998
2023zft,ZTF23absdnmt,,-0.06,-0.04,18.4886,18.5264,2023-12-13T09:25:17.996154,4,4,,,SN,4.27,18.3684,18.4571,21.4497,21.1603,0.29,,60287.4,60291.4,157.11727508,45.513509680000006
2023zfu,ZTF23absdsrg,,0.28,0.39,19.3945,19.0073,2023-12-13T11:37:42.000938,2,2,,fading,SN,1.91,19.1903,19.0073,-999.0,19.4581,-1018.46,0.5,60287.4,60291.5,170.81985559999998,33.9464456
2023zfv,ZTF23absdxib,,0.19,0.29,19.8046,19.5119,2023-12-13T11:35:40.004180,1,1,,,SN,1.28,19.6263,19.5119,20.3877,20.6899,-0.3,,60287.4,60291.5,178.461182475,23.8447736
2023zfw,ZTF23absdswi,,0.33,0.43,19.5592,19.1291,2023-12-13T10:06:53.997138,4,4,,,NT,0.18,19.3806,19.1291,18.9643,18.2281,0.74,0.0186667,60287.4,60291.4,159.66314602000003,23.922236639999998
2023zfx,ZTF23absdokr,,0.46,0.48,19.7198,19.2358,2023-12-13T12:09:14.999038,2,2,,,SN,1.81,19.5513,19.0643,21.2444,20.981,0.26,0.00541667,60287.4,60291.5,157.0082907,22.873672133333333
2023zfy,ZTF23absirxl,,0.07,0.14,18.8389,18.6973,2023-12-13T12:04:28.997779,4,4,,fading,NT,0.87,18.575,18.5765,19.6801,19.2375,0.44,0.00916667,60287.4,60291.5,155.6813456,-5.38178454
2023zfz,ZTF22absxjhk,,0.57,0.46,19.908,19.4507,2023-12-13T12:12:37.995849,4,4,,fading,NT,1.43,19.7239,18.9704,19.5295,18.8164,0.71,0.000833333,60287.4,60291.5,161.23998128888888,35.1013157
2023zga,ZTF23absdspe,,0.22,0.35,19.7612,19.411,2023-12-13T10:12:21.997451,3,3,,fading,SN,3.31,19.416,19.2554,19.7158,18.9643,0.75,0.0075,60287.4,60291.4,174.5696674125,65.33030736250001
2023zgb,ZTF23abscwyn,,-0.09,-0.09,19.607,19.6941,2023-12-18T11:34:33.000961,5,5,,fading,SN,2.46,19.3632,19.5356,20.3191,19.9711,0.35,0.015,60287.3,60296.5,152.47541785454544,55.57390768181818
2023zgc,ZTF23absdnll,,0.0,0.06,19.1475,19.0845,2023-12-18T11:34:33.000961,4,4,,,NT,0.33,19.0098,19.0845,19.2522,19.1311,0.12,0.00666667,60287.3,60296.5,155.93567614999998,54.008824233333335
2023zgf,ZTF23absjegz,,0.01,0.01,19.2651,19.253,2023-12-13T12:57:49.996788,2,2,,,SN,4.33,19.1547,19.1521,-999.0,-999.0,0.0,0.029625,60287.5,60291.5,195.133437275,8.52257665
2023zgg,ZTF18adjkknj,,0.2,0.25,18.9668,18.7156,2023-12-13T10:53:02.996162,3,3,,,NT,0.05,18.7749,18.7156,18.2315,18.0198,0.21,0.0570417,60287.4,60291.5,196.6299853,49.860824975
2023zgi,ZTF23absdilv,,-0.17,-0.12,19.1703,19.2894,2023-12-18T10:09:00.002891,3,3,rising/peak,,SN,29.0,19.1703,19.2894,20.3166,20.0353,0.28,0.020375,60287.4,60296.4,133.69165398333334,14.2316086
2023zgj,ZTF23absdsfe,,1.11,1.29,21.0465,19.7538,2023-12-13T12:16:41.998062,2,2,,fading,SN,1.46,20.2249,19.1498,21.0938,20.7192,0.37,,60287.4,60291.5,163.34361985555554,36.8214903
2023zgn,ZTF23abscqhk,,-0.01,0.14,19.4617,19.321,2023-12-18T11:16:11.003517,15,15,,fading,SN,0.25,19.1083,19.1717,20.9511,20.7764,0.17,0.000833333,60287.3,60296.5,129.8488356736842,46.26806073157894
2023zgo,ZTF23abqkwzr,,0.13,0.14,19.2938,19.155,2023-12-18T11:10:43.003204,18,18,rising/peak,,NT,0.15,19.2891,19.1473,19.809,19.505,0.3,0.00125,60287.4,60296.5,132.22871089444448,31.78355861111111
2023zgq,ZTF18adkaeae,,-0.3,-0.27,19.2745,19.5396,2023-12-13T11:35:40.004180,2,2,,,NT,0.58,19.205,19.5396,19.4856,19.2951,0.19,,60287.4,60291.5,182.8417305,28.3805043
2023zgr,ZTF18aczersc,,1.12,1.24,18.7127,17.4703,2023-12-12T12:28:15.003845,2,1,rising/peak,,AGN,0.52,18.7127,17.4703,17.1882,16.9562,0.23,0.116375,60261.5,60290.5,197.01287205,3.8540755
2023zgr,ZTF23absjgrb,,1.19,1.39,18.8611,17.4703,2023-12-09T12:11:16.002250,2,1,rising/peak,,AGN,1.09,18.8611,17.4703,17.1882,16.9562,0.23,0.116375,60261.5,60287.5,197.0128902333333,3.8540786333333337
2023zgy,ZTF23abscxnq,,-0.02,-0.1,19.0002,19.1031,2023-12-18T11:58:02.997131,9,9,rising/peak,,SN,0.28,19.0002,19.1031,20.345,19.6206,0.72,0.003125,60287.4,60296.5,140.15851863846154,26.66799939230769
