TNS_ID,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023xas,ZTF23abnomud,,0.01,-0.17,19.9765,20.1451,2023-11-10T11:28:07.000320,6.0,5.0,,fading,SN,1.8,19.4438,19.559,19.7296,19.6896,0.04,0.0135,60237.5,60258.5,151.54196629,36.93439545
2023xay,ZTF22abvlwjy,,0.15,0.24,19.4085,19.1645,2023-10-22T11:51:56.998069,3.0,3.0,,,AGN,0.2,19.2189,19.1645,18.6173,18.0696,0.55,0.005,60233.5,60239.5,154.77527963333333,48.91833953333333
2023xay,ZTF23abmzeyq,,0.26,0.48,19.6373,19.1525,2023-10-27T12:21:40.000312,5.0,5.0,,fading,AGN,0.25,19.2189,19.1525,18.6173,18.0696,0.55,0.005,60233.5,60244.5,154.77526582000002,48.91836642
2023xbn,ZTF23abnolrl,,0.3,0.3,19.4656,19.1622,2023-10-29T12:28:52.000305,2.0,2.0,rising/peak,,SN,1.73,19.4656,19.1622,21.3716,19.7702,1.6,0.5,60244.5,60246.5,139.35456465,15.20294265
2023xbo,ZTF23abntdai,,0.11,0.45,19.7895,19.3426,2023-11-13T11:24:25.004180,6.0,4.0,,fading,NT,1.41,19.1961,19.2364,19.7602,19.1209,0.64,0.0242083,60244.5,60261.5,146.55971137777777,10.854111199999998
2023xbp,ZTF23abnbxst,,0.01,-0.05,20.252,20.3018,2023-11-13T10:34:40.998718,3.0,2.0,,fading,SN,4.93,19.5902,19.6168,-999.0,20.4857,-1019.49,0.5,60241.4,60261.4,103.33524201818182,26.738860236363635
2023xbq,ZTF19aacyndj,,0.15,0.22,18.4937,18.2702,2023-12-13T11:30:31.996795,3.0,3.0,,,AGN,0.33,18.3337,18.2172,18.4645,17.8791,0.59,0.121417,60287.4,60291.5,176.52601914000002,3.99876814
2023xbq,ZTF23aboagdd,,,,,18.3536,2023-11-08T12:57:49.003189,8.0,8.0,,fading,AGN,1.26,,18.142,18.4645,17.8791,0.59,0.121417,60244.5,60256.5,176.52609859583333,3.998762895833333
2023xca,ZTF23abkkcxw,,0.35,0.02,19.9696,19.9451,2023-11-14T04:54:50.996177,5.0,4.0,,fading,SN,0.28,19.8255,19.6872,20.4436,20.9017,-0.46,0.015,60233.2,60262.2,355.000845025,-9.0402022
2023xce,ZTF23aboewbq,,0.26,0.69,20.8126,20.1192,2023-12-12T04:18:59.999031,2.0,1.0,,fading,SN,4.98,19.7963,19.776,20.1095,19.59,0.52,0.054125,60261.2,60290.2,6.83683072,39.49667552
2023xcf,ZTF23abniinl,,0.24,0.38,20.1027,19.7273,2023-11-13T07:20:07.002250,8.0,7.0,,fading,SN,0.95,19.5735,19.3305,18.5417,17.7967,0.75,0.0295,60242.5,60261.3,10.629106175,48.7950836
2023xcg,ZTF23abmkevu,,0.38,0.4,20.1292,19.7244,2023-11-11T03:30:34.004173,8.0,7.0,,fading,SN,0.64,19.6978,19.6333,18.9655,18.5854,0.38,0.02025,60238.3,60259.1,340.90499698,19.56379955
2023xch,ZTF23abogidd,,0.25,0.27,19.8881,19.6166,2023-11-20T04:51:13.000335,10.0,7.0,,fading,SN,0.62,19.659,19.3819,19.3223,18.6079,0.71,0.0170833,60250.2,60268.2,37.807870791666666,8.26711765
2023xcj,ZTF23aboeuzo,,0.13,0.33,20.0502,19.7154,2023-11-13T07:15:58.999694,7.0,7.0,,fading,SN,3.72,19.5585,19.358,18.8594,18.4208,0.44,0.0183631,60250.2,60261.3,15.470794745454544,35.07309514545455
2023xcl,ZTF23abnbwrp,,0.24,0.38,20.1909,19.8113,2023-11-14T11:42:24.001907,14.0,14.0,,fading,SN,3.51,19.4049,19.2832,18.5425,17.8202,0.72,0.0075,60241.4,60262.5,106.77527617407408,61.405315244444445
2023xcm,ZTF23abofcvi,,0.05,-0.03,19.6723,19.6982,2023-11-13T05:36:10.002243,7.0,7.0,,,SN,2.21,19.5444,19.5411,21.6795,21.854,-0.17,,60250.2,60261.2,7.030984854545454,13.984471554545452
2023xcq,ZTF23abmzdzl,,0.16,0.22,19.4348,19.2172,2023-11-02T11:29:48.001899,2.0,2.0,,fading,SN,3.11,19.0699,18.9667,18.1323,17.2605,0.87,0.0483333,60239.5,60250.5,135.561540425,-8.218793224999999
2023xcr,ZTF23aboibzh,,0.15,0.01,19.2332,19.2188,2023-11-15T11:36:22.003181,4.0,4.0,,fading,SN,1.46,18.9658,19.0801,21.8551,21.3095,0.55,0.5,60244.5,60263.5,153.68845986666668,19.636585277777776
2023xcw,ZTF23abonqwe,,,,,19.398,2023-11-03T13:03:25.004142,1.0,1.0,,,SN,2.29,,19.3521,-999.0,20.7198,-1019.72,0.5,60250.5,60251.5,186.5469366,10.3048788
2023xcx,ZTF23abonlhs,,0.11,0.27,19.563,19.2885,2023-11-14T10:32:19.000335,5.0,5.0,,fading,SN,4.44,19.2526,19.1156,19.3213,18.8184,0.5,0.025875,60250.4,60262.4,121.44195099230768,-7.466399538461538
