TNS_ID,ZTF_ID,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2018mge,ZTF18acpefbb,,-0.07,0.02,19.8189,19.8018,2018-12-12T13:04:46.004150,2.0,,,fading,SN,4.14,19.631,19.5195,19.1191,18.3717,0.75,0.006458,58439.5,58464.5,169.5890520111111,19.925672711111112
2018mgf,ZTF18absljwl,,0.33,0.58,20.7565,20.173,2021-10-31T06:32:06.996467,5.0,,,fading,SN,2.01,19.5128,19.3679,19.679,19.6015,0.08,0.005,58363.4,59518.3,13.6885991625,-14.5924456625
2018mgg,ZTF18acefgee,,0.14,0.18,19.8345,19.6542,2018-12-03T10:53:40.001266,1.0,1.0,,fading,SN,0.4,19.5355,19.3505,19.6119,19.5508,0.06,0.011167,58437.5,58455.5,121.83888604444444,12.15171288888889
2018mgh,ZTF18acbvijf,,-0.05,0.28,19.2495,18.9724,2018-12-04T06:41:48.001930,2.0,1.0,,fading,SN,1.17,18.8856,18.8867,18.7623,18.2086,0.55,0.00375,58428.3,58456.3,102.38636194166666,66.18052278333333
2018mgi,ZTF18acwward,,0.1,0.27,20.2949,20.0202,2019-01-10T06:38:16.002227,1.0,,,fading,SN,0.85,19.5891,19.7708,21.4012,20.8269,0.57,0.003333,58468.4,58493.3,118.99036741818182,38.73509217272727
2018mgj,ZTF18abuluko,,-0.11,-0.03,20.4013,20.4355,2018-09-21T09:21:23.999031,3.0,3.0,,fading,SN,1.59,19.6339,19.7255,-999.0,22.5335,-1021.53,0.5,58370.3,58382.4,349.1354044333333,33.447264575
2018mgl,ZTF18acandwv,,,,,19.635,2018-11-15T09:13:50.001609,,,,,SN,2.01,,19.635,18.5137,18.0487,0.47,0.00125,58425.4,58437.4,115.50204505,59.69855265
2018mgm,ZTF18aarirzw,,,,20.5194,,2020-07-16T05:29:29.996170,,,,,SN,0.83,20.3756,,,,,,59019.3,59046.2,224.9281520333333,29.743196800000003
2018mgm,ZTF18aaxckpt,,,,20.0151,,2022-04-29T08:07:10.001258,,,,,SN,0.82,20.0151,,,,,,59672.3,59698.3,224.9281035,29.74321253333333
2018mgn,ZTF18acrdqvy,,,,,19.7973,2019-01-28T09:25:06.003822,3.0,,,,SN,3.13,,19.7973,18.629,18.3597,0.27,0.022292,58481.4,58511.4,155.13698678333333,27.78866796666667
2018mgo,ZTF18aaiuynw,,-0.27,-0.25,19.6258,19.8759,2019-01-11T13:21:56.998069,4.0,1.0,,fading,SN,0.08,19.5844,19.5028,20.1492,19.3348,0.81,0.007917,58465.5,58494.6,201.1119854125,37.04955735
2018mgq,ZTF18abwfhqb,,0.18,0.22,20.3531,20.1306,2018-11-07T06:10:34.996795,,,rising/peak,,SN,0.52,20.3531,20.0041,21.4826,21.2011,0.28,,58400.2,58429.3,352.84476865000005,6.301654275000001
2018mgr,ZTF19aaapmth,,0.17,-0.16,19.9757,20.1366,2019-01-11T12:05:22.004165,2.0,2.0,rising/peak,,SN,0.42,19.9757,20.1366,21.0348,20.7584,0.28,,58487.5,58494.5,190.256016575,6.712192175
2018mgs,ZTF18acvgehz,,0.41,0.74,20.3824,19.6399,2019-01-09T11:29:14.997131,1.0,,,fading,SN,3.11,19.6395,19.386,19.6297,19.1822,0.45,0.092631,58464.5,58492.5,137.1458997125,12.7510897375
2018mgt,ZTF18acueeoo,,-0.05,0.12,19.9388,19.823,2019-01-11T10:57:52.004165,5.0,3.0,rising/peak,,NT,0.16,19.9388,19.8015,19.85,19.4812,0.37,,58464.5,58494.5,151.63603742857143,14.414067728571426
2018mgu,ZTF18aabteyx,,1.56,1.8,21.014,19.2185,2023-12-13T12:05:10.003189,,,,fading,SN,30.08,20.5134,19.1867,21.3712,20.338,1.03,0.823839,60263.4,60291.5,150.65606135000002,10.8692197
2018mgw,ZTF18aajgowk,,0.13,0.26,20.0434,19.7832,2019-01-11T10:53:10.996803,5.0,5.0,,,NT,0.83,19.8814,19.631,18.4355,17.6511,0.78,0.044833,58481.5,58494.5,165.54982493333333,22.59939674444444
2018mgx,ZTF18aajkgtr,,-0.12,-0.73,19.5634,20.2899,2019-01-11T12:24:13.999679,6.0,5.0,,fading,NT,0.08,19.5634,19.704,19.1008,18.8575,0.24,0.012292,58471.6,58494.5,180.70551357,50.66407938
2018mgz,ZTF18aathofv,,0.11,0.29,19.6415,19.3551,2018-11-18T13:07:30,2.0,2.0,rising/peak,,NT,0.38,19.6415,19.3551,19.2735,18.5902,0.68,0.011667,58423.5,58440.5,183.69891958,29.19570438
2018mhb,ZTF18aawonvg,,-0.13,-0.24,19.7442,19.9826,2019-01-11T10:47:49.001281,5.0,3.0,,fading,NT,0.08,19.7291,19.6466,18.9388,18.3769,0.56,0.005625,58471.5,58494.4,188.6212071,43.58575176666667
2018mhc,ZTF18aaxmjit,,,,20.4563,,2023-05-24T07:41:43.995857,,,,fading,SN,3.33,20.2467,,19.7258,19.0738,0.65,0.011875,60060.4,60088.3,212.39479225714285,22.15701571428572
2018mhd,ZTF18aaxqwnd,,-0.13,-1.73,18.5943,20.3272,2021-06-06T08:52:56.000648,8.0,,,fading,SN,0.9,18.5943,19.7436,19.8224,19.2049,0.62,,58272.2,59371.4,245.67487095169275,31.6647975998828
2018mhe,ZTF18aaxzhzf,,,,20.7604,,2021-03-18T07:08:52.002250,,,,,NT,0.25,20.7604,,,,,,59265.4,59291.3,186.1606855,16.46122505
2018mhh,ZTF18abiitmq,,0.79,0.77,20.3771,19.6105,2018-09-28T02:39:51.998382,7.0,2.0,,,SN,0.43,20.3771,19.4362,19.9192,19.6957,0.22,0.008542,58362.2,58389.1,256.5318827875,20.4983958375
2018mhi,ZTF18abjicev,,,,,19.7919,2019-01-11T13:17:52.002258,,,,,SN,3.53,,19.6349,20.182,19.7297,0.45,0.010952,58471.5,58494.6,197.161797975,30.859206775
2018mhk,ZTF18ablwatx,,,,,19.7821,2018-09-15T08:11:56.996162,,,,,SN,2.49,,19.7821,19.2737,18.5958,0.68,0.100958,58346.4,58376.3,343.58575645,25.9091091
2018mhp,ZTF18abrlurr,,0.22,0.25,20.0601,19.8112,2018-09-16T03:54:45.999359,1.0,,,,SN,0.36,19.95,19.7341,20.2105,19.6862,0.52,0.001667,58362.2,58377.2,255.05170089,48.54616362
2018mhq,ZTF18abrwqti,,-0.03,-0.03,19.7901,19.8215,2018-09-16T03:05:29.002563,,,rising/peak,,SN,3.23,19.7408,19.8215,21.9941,21.252,0.74,0.01375,58362.2,58377.1,251.97140427777776,36.53289004444444
2018mhr,ZTF18abscetq,,0.15,-0.1,20.0246,20.1281,2018-09-18T09:13:51.003822,1.0,1.0,,fading,SN,2.28,20.0246,19.913,19.423,18.5462,0.88,,58364.3,58379.4,0.4739245399999999,30.599082770000003
2018mhs,ZTF18abscghc,,-0.17,-0.52,19.4899,20.0053,2018-09-18T09:27:52.004165,5.0,4.0,,,SN,1.49,19.4899,19.8085,19.2609,18.6315,0.63,0.073625,58361.4,58379.4,12.362704558333334,-8.714757524999998
2018mhu,ZTF18abshfmb,,,,20.6467,,2022-08-28T10:34:01.004165,,,,,SN,0.35,20.5118,,21.1829,20.8642,0.32,0.0170833,59815.5,59819.4,26.516507266666668,-16.00146923333333
2018mhv,ZTF18abskrcm,,0.11,0.25,20.1983,19.9437,2018-09-17T07:09:15.001922,5.0,4.0,,fading,SN,0.56,19.7811,19.6099,19.5249,18.625,0.9,0.010625,58363.3,58378.3,325.7759544636364,9.40279841818182
2018mhw,ZTF18absljlb,,,,,20.1552,2018-11-10T06:29:55.003219,,,,,SN,0.08,,20.1552,21.1908,21.1364,0.05,0.002083,58429.3,58432.3,8.53143205,-5.4847389
2018mhx,ZTF18absllcn,,-0.12,-0.08,20.1025,20.1802,2018-09-16T09:58:43.996818,3.0,3.0,rising/peak,,SN,2.88,19.9538,20.1802,19.3358,18.5425,0.79,,58365.4,58377.4,14.492190937499998,14.867884075
2018mhy,ZTF18absloog,,0.09,0.08,20.3772,20.295,2018-09-21T08:11:18.003860,3.0,3.0,,fading,SN,0.16,20.0806,20.062,20.049,18.9244,1.12,,58364.3,58382.3,10.514005476923076,39.2961656
2018mic,ZTF18absquza,,,,,19.9999,2018-09-21T11:39:31.996803,5.0,5.0,,,SN,2.92,,19.9999,19.5036,18.5149,0.99,0.013833,58369.4,58382.5,36.47611284,16.28844052
2018mid,ZTF18absrljp,,0.07,0.06,20.4338,20.3712,2018-09-16T03:54:45.999359,3.0,3.0,,,SN,1.25,20.4338,20.3509,21.6226,20.7963,0.83,,58365.2,58377.2,253.07541486666665,49.847472333333336
2018mie,ZTF18abtflop,,-0.07,-0.16,20.3458,20.5047,2018-09-18T09:39:18.002861,,,,,SN,0.22,20.3458,20.423,21.1406,20.2174,0.92,1.0,58367.4,58379.4,11.083358083333332,15.848638533333334
2018mig,ZTF18abtlxae,,-0.1,-0.18,20.4736,20.6521,2018-09-15T08:43:33.000968,2.0,2.0,,,SN,2.38,20.3714,20.5226,-999.0,-999.0,0.0,0.703414,58367.4,58376.4,4.6879579875,35.046578375
2018mih,ZTF18abtmnha,,-0.13,0.31,20.5783,20.2731,2018-09-21T08:36:49.003196,2.0,2.0,,fading,SN,0.73,19.8037,20.1043,20.7251,21.4538,-0.73,0.5,58366.4,58382.4,33.7529664,6.319289914285713
2018mip,ZTF18abubjqi,,,,,20.4856,2018-09-20T03:16:56.003501,1.0,1.0,,fading,SN,1.25,,20.1869,20.8685,20.2082,0.66,0.017208,58371.2,58381.1,261.5443841,65.4527899
2018miq,ZTF18abufwxs,,0.36,-0.03,20.0578,20.0928,2018-09-24T05:49:28.001296,,,,fading,SN,0.72,19.7991,19.3018,21.1179,20.6978,0.42,0.003333,58370.3,58385.2,353.5387310125,22.0926137
2018mir,ZTF18abuvqgo,,-0.13,-0.13,19.5218,19.6511,2018-09-22T09:10:15.997421,1.0,1.0,rising/peak,,SN,2.38,19.4502,19.633,20.5518,20.1806,0.37,,58374.4,58383.4,23.95386237142857,0.3932673714285714
2018mit,ZTF18abuyomg,,-0.06,-0.11,19.6675,19.7791,2018-09-28T11:46:20.003524,4.0,2.0,,fading,SN,1.38,19.3902,19.337,18.8092,17.9733,0.84,0.055333,58373.4,58389.5,101.98393772727272,71.31646697272727
2018miw,ZTF18abvrgjc,,-0.01,-0.49,20.1226,20.6131,2018-10-06T09:38:51.996482,,,,fading,SN,0.15,19.8223,19.7348,21.1515,20.6502,0.5,,58374.4,58397.4,26.0165417125,-1.9710158875
2018mix,ZTF18abvywcl,,-0.22,-0.38,20.1887,20.5703,2018-10-06T09:44:08.998062,,,,fading,SN,1.23,20.1081,20.1012,20.9823,21.0138,-0.03,0.5,58375.4,58397.4,32.65152141666667,23.347755016666667
2018miz,ZTF18abwqgsc,,0.15,0.26,20.4812,20.2253,2018-10-06T09:37:31.998725,2.0,1.0,,fading,SN,2.94,19.4497,19.4752,19.6856,18.6432,1.04,0.002083,58377.4,58397.4,28.916761,-4.2222298625
2018mja,ZTF18abwsfdy,,,,,20.0006,2018-12-04T05:14:12.998405,,,,,SN,0.02,,19.9986,21.7306,20.6896,1.04,0.006667,58428.3,58456.2,44.487394,-7.216297799999999
2018mjb,ZTF18abxfott,,-0.55,-0.55,19.7808,20.3305,2018-09-27T07:42:57.997428,1.0,1.0,rising/peak,,SN,0.34,19.7808,20.3305,21.175,20.67,0.5,0.0005,58379.4,58388.3,355.9373866,27.29110695
2018mje,ZTF18acbvzsi,,0.03,-0.08,19.9815,20.0648,2018-11-08T08:48:17.999984,,,rising/peak,,NT,0.91,19.9815,20.0648,20.8166,20.548,0.27,0.002917,58422.5,58430.4,124.643979375,50.439162075
2018mjf,ZTF18acbwele,,0.59,0.76,20.2375,19.4782,2018-11-21T10:14:23.000656,,,rising/peak,,SN,2.38,20.2375,19.4782,-999.0,-999.0,0.0,0.5,58423.5,58443.4,181.3743656625,67.04899387500001
2018mjh,ZTF18acbzvfj,,0.02,0.11,20.0666,19.9539,2018-11-28T12:42:54.002899,,,rising/peak,,SN,1.33,19.9431,19.9539,-999.0,21.5485,-1020.55,0.00125,58423.5,58450.5,173.66551565,60.1777541875
2018mji,ZTF18acbzvow,,,,,20.4682,2018-12-12T12:53:18.000961,,,,,NT,0.15,,20.4682,20.2426,20.2535,-0.01,0.003333,58438.5,58464.5,157.02241049999998,39.18577415
2018mjj,ZTF18acchzlc,,0.31,0.49,20.2487,19.7619,2018-12-04T04:27:43.004165,,,rising/peak,,SN,0.95,20.2487,19.7619,20.8359,20.6832,0.15,0.00125,58428.2,58456.2,15.47279896,-0.3287713
2018mjo,ZTF18accvkpt,,0.08,0.51,20.2381,19.7232,2018-11-21T10:48:31.000328,7.0,6.0,,fading,NT,1.19,19.5202,19.6674,19.7198,19.5588,0.16,0.01,58426.5,58443.5,175.15375872857143,42.60599908571429
2018mjp,ZTF18accwild,,-0.04,0.21,20.0445,19.8357,2018-12-12T12:58:43.996818,,,rising/peak,,SN,2.14,20.0445,19.8347,21.9783,20.7431,1.24,0.5,58438.5,58464.5,157.1360137,23.57777758
2018mjq,ZTF18acegbeo,,0.51,1.13,20.8343,19.7031,2018-11-21T12:43:21.996467,3.0,2.0,,fading,NT,1.16,19.8764,19.6121,20.339,19.2682,1.07,0.031,58428.5,58443.5,130.17350632222224,44.63326614444444
2018mjs,ZTF18aceitqw,,0.32,0.4,20.4564,20.0556,2018-11-15T05:08:55.996788,,,,,SN,3.09,20.298,20.0556,21.8166,21.2816,0.53,0.0025,58429.2,58437.2,351.4892472666667,13.355372133333333
2018mjt,ZTF18acevgyz,,0.36,0.36,20.4682,20.1072,2018-11-15T06:39:49.003211,,,rising/peak,,SN,4.36,20.4682,20.1072,-999.0,20.0619,-1019.06,0.5,58430.3,58437.3,19.34086945,22.2032717
2018mjw,ZTF18acmymdx,,0.14,0.07,20.0595,19.9927,2018-12-03T07:48:52.004158,4.0,2.0,,,SN,1.41,20.0595,19.8491,19.5397,18.4731,1.07,0.023583,58437.3,58455.3,72.45473402,11.58322862
2018mjy,ZTF18acnneyt,,0.23,0.27,20.3568,20.0845,2019-01-11T10:40:22.002258,2.0,,rising/peak,,SN,30.15,20.3568,20.0845,20.9785,21.7488,-0.77,0.009167,58464.5,58494.4,153.10941085999997,45.05945766000001
2018mka,ZTF18acqzakw,,0.0,-0.09,20.0159,20.1106,2018-12-12T12:49:20.003540,,,rising/peak,,SN,0.11,20.0159,20.1106,-999.0,-999.0,0.0,0.5,58450.5,58464.5,142.16453015714288,55.58994827142857
2018mkd,ZTF18acvwkvc,,-0.13,-0.2,20.0771,20.2819,2019-02-27T05:50:53.001602,,,rising/peak,,SN,0.21,19.9306,20.2819,21.4093,20.5974,0.81,0.00125,58511.4,58541.2,142.9298417,55.98021193333332
2018mke,ZTF18acwtrfe,,0.43,0.39,20.3691,19.9814,2019-01-08T02:38:41.003517,5.0,5.0,,,SN,1.37,20.2892,19.8323,19.2937,19.093,0.2,0.000833,58487.1,58491.1,33.348911916666665,-0.1889625499999999
2018mkg,ZTF18acwyauj,,-0.45,-0.45,19.9253,20.3789,2019-01-03T11:32:58.997772,,,rising/peak,,SN,2.05,19.9253,20.3789,20.9352,20.9812,-0.05,0.5,58472.5,58486.5,163.46215265,12.24850405
2018mkh,ZTF18acyxxen,,-0.23,-0.52,19.6442,20.1659,2019-01-10T10:57:04.000328,6.0,3.0,,fading,SN,0.59,19.6442,19.6672,19.7074,18.915,0.79,,58471.5,58493.5,149.93791688750002,33.9356538375
2018mkk,ZTF18adaksjk,,0.4,0.62,20.1864,19.5711,2019-01-11T10:58:31.998718,,,rising/peak,,SN,1.19,20.1864,19.5711,21.73,21.1317,0.6,0.001667,58476.5,58494.5,154.70018265714288,1.3770596000000002
2018mkl,ZTF18adazgwk,,0.31,0.18,20.0672,19.8825,2019-01-11T11:12:26.000633,1.0,1.0,,fading,NT,0.34,20.0672,19.6625,19.9519,19.2153,0.74,0.043771,58480.5,58494.5,140.70430242857145,15.072530928571428
2018mkn,ZTF19aaaefkt,,,,,20.1997,2019-01-10T10:32:24.996475,,,,,SN,1.46,,20.1997,20.5911,19.7866,0.8,0.00625,58486.5,58493.4,150.5365942,25.2975188
2019aata,ZTF19abxsehw,,0.06,0.07,19.9723,19.8992,2021-07-13T10:41:04.001266,8.0,,,fading,NT,1.02,19.5898,19.3905,19.2634,18.8491,0.41,,58730.3,59408.4,358.9799058111111,-5.270577211111111
2019aatb,ZTF19aaviczu,,-0.19,-0.59,19.7311,20.3187,2019-06-13T07:17:30.998390,5.0,4.0,,fading,SN,3.37,19.7311,19.9062,21.0088,20.3531,0.66,0.001667,58627.4,58647.3,266.70806482222224,44.99940126666667
2019aatc,ZTF19aacislx,,0.12,-0.21,20.1471,20.3524,2019-02-08T11:10:52.999687,,,,fading,SN,2.72,19.8325,19.6543,21.245,20.8243,0.42,0.0075,58492.5,58522.5,177.8505345909091,19.542604845454544
2019aatf,ZTF19aafmxxd,,-0.19,0.16,19.4195,19.2583,2019-03-05T11:20:52.995834,3.0,2.0,,fading,SN,2.7,19.15,19.1038,-999.0,-999.0,0.0,0.5,58522.5,58547.5,208.973901625,57.1715594
2019aatg,ZTF18aajmlnp,,-0.08,0.01,20.015,20.0089,2019-01-11T12:17:22.001266,9.0,9.0,,fading,NT,0.45,19.5581,19.5868,19.2931,18.7215,0.57,0.00125,58486.5,58494.5,187.8680219133333,36.87609132666667
2019aath,ZTF19aaptarf,,-0.03,0.29,20.2368,19.9476,2019-05-03T06:49:19.001289,7.0,5.0,,fading,NT,0.08,19.6162,19.6647,,,,,58583.4,58606.3,249.24976518,26.9141177
2019aati,ZTF18abxthsc,,0.33,0.29,20.4941,20.2019,2019-08-31T09:11:01.003211,9.0,5.0,,fading,SN,0.25,20.0551,19.6096,20.3018,19.4066,0.9,0.099292,58696.5,58726.4,32.69349286363636,-5.966436472727273
2019aatj,ZTF19aaaeuxz,,0.09,0.07,20.0902,20.0178,2019-01-11T10:45:05.999031,1.0,1.0,,,SN,0.34,20.0902,19.8916,20.5724,19.9315,0.64,0.00375,58486.5,58494.4,186.3946576,64.51191754999999
2019aatm,ZTF18aarlpay,,-0.42,-0.42,20.1946,20.6162,2021-03-17T08:29:50.999992,,,rising/peak,,NT,0.77,20.1946,20.6162,19.9577,18.9322,1.03,0.008,58486.5,59290.4,192.5274604,27.02025135
2019aatm,ZTF19aaapdum,,-0.41,-0.46,19.9342,20.3893,2020-04-25T06:29:59.003517,1.0,,rising/peak,,NT,0.08,19.9342,20.3893,19.9577,18.9322,1.03,0.008,58491.5,58964.3,192.52743568333327,27.02043975
2019aatn,ZTF19aacwiqw,,-0.14,-0.14,19.9208,20.0612,2019-01-31T10:29:11.996154,2.0,1.0,,fading,SN,5.45,19.813,19.641,20.1476,19.7189,0.43,0.015854,58493.4,58514.4,167.92512875,21.727469716666665
2019aato,ZTF19aacyrdk,,-0.31,-0.53,19.8979,20.4314,2019-02-08T12:36:09.996475,,,,fading,SN,1.55,19.8385,20.0916,21.1861,20.7826,0.4,0.005833,58493.5,58522.5,207.21719607142856,24.719580942857142
2019aatp,ZTF19aadgceq,,0.31,0.77,20.7275,19.9537,2019-01-28T10:50:13.997756,4.0,4.0,,fading,NT,0.22,19.6423,19.5448,20.0446,19.7277,0.32,0.00375,58494.5,58511.5,199.5345401857143,61.16307081428572
2019aatq,ZTF19aavoqbe,,0.5,0.52,20.8648,20.3423,2019-06-13T07:25:39.996459,3.0,3.0,,fading,SN,2.77,20.6481,20.0712,,,,,58635.4,58647.3,262.9598449153846,33.02204752307693
2019aats,ZTF19abljudj,,0.3,0.25,20.7666,20.5166,2019-08-07T06:54:25.004180,6.0,5.0,rising/peak,,SN,0.34,20.7112,20.4338,,,,,58685.3,58702.3,282.37347410526314,63.13492646842105
2020afes,ZTF20acuyxki,,0.46,0.89,20.6372,19.7486,2020-12-12T05:23:23.003509,9.0,9.0,,fading,SN,4.51,19.9475,19.5719,,,,,59171.3,59195.2,33.383806625000005,0.3413091375
2020afev,ZTF20acpgnmw,,-0.25,-0.16,19.8236,19.9789,2020-12-10T12:20:20.996154,10.0,2.0,rising/peak,,SN,0.12,19.8236,19.9789,21.8798,21.0367,0.84,0.100458,59165.5,59193.5,182.5337277153846,46.11087366153846
2020afew,ZTF20acbiwfi,,-0.13,-0.2,20.4782,20.6736,2020-12-10T11:38:51,4.0,1.0,,fading,SN,0.26,20.2691,20.581,,,,,59165.5,59193.5,133.17136833333336,19.96114462222222
2020afex,ZTF20aczhbki,,0.29,0.61,20.2234,19.6163,2021-01-17T11:57:12.003845,7.0,5.0,,fading,AGN,0.18,19.7781,19.54,,,,,59203.5,59231.5,212.3292043818182,13.877843845454548
2020affa,ZTF20aclghmy,,0.11,0.31,20.3905,20.0757,2020-11-12T10:58:06.000953,26.0,9.0,,fading,NT,0.24,19.6649,19.6334,,,,,59137.5,59165.5,130.2982321107143,8.200848392857143
2020affc,ZTF20acllkua,,0.21,0.28,20.9095,20.6316,2020-11-15T06:39:23.999046,10.0,5.0,,fading,SN,0.16,19.4143,19.5309,,,,,59142.4,59168.3,44.455794526666665,-14.626580033333331
2020affd,ZTF20acteioa,,0.1,0.37,20.4337,20.0617,2020-12-12T05:57:38.001617,10.0,6.0,,fading,SN,0.31,19.4122,19.5928,,,,,59169.3,59195.2,42.58179323333333,-1.5765257933333336
2020affe,ZTF20abribtl,,0.25,0.84,20.8416,20.0005,2021-10-30T05:26:16.002250,14.0,,,fading,SN,0.14,19.8246,19.801,19.0446,18.4997,0.54,0.078583,59072.4,59517.2,8.49649176,37.159627273333335
2020affl,ZTF20acnbhsq,,0.16,0.48,20.9254,20.4479,2020-11-17T05:02:52.002258,10.0,8.0,,fading,SN,0.3,19.5955,19.7961,,,,,59145.3,59170.2,7.632470975,-19.612386191666666
2020affm,ZTF20acnexgl,,0.06,0.03,20.317,20.2881,2020-11-17T12:34:52.003219,15.0,8.0,,fading,NT,0.54,19.5224,19.6262,,,,,59145.5,59170.5,135.25177365882354,7.247224594117647
2020affo,ZTF20acnviuc,,0.08,-0.23,19.5957,19.8244,2020-11-15T11:54:49.003211,7.0,6.0,,fading,SN,0.15,19.3519,19.349,20.9986,20.4653,0.53,0.004583,59149.5,59168.5,180.607340375,58.900215675000005
2020affp,ZTF20acnvoql,,0.15,0.78,20.7541,19.9729,2020-11-12T11:05:46.003204,10.0,7.0,,fading,NT,0.17,19.6482,19.69,,,,,59143.5,59165.5,123.3079207,15.42546765
2020affq,ZTF20acnzpsj,,0.34,0.73,20.5353,19.804,2020-11-17T13:14:59.003517,16.0,14.0,,fading,VS,0.41,19.6935,19.6123,,,,,59144.5,59170.6,180.5886852,45.03175886842105
2020affs,ZTF20acnzzlo,,0.26,1.08,20.9151,19.8354,2020-11-17T12:18:36.996475,11.0,7.0,,fading,NT,0.45,20.0188,19.8354,,,,,59145.5,59170.5,127.0950614,57.224055676923086
2020affw,ZTF20acpxtkj,,0.06,0.01,19.9175,19.9118,2020-11-17T13:10:48.996467,10.0,10.0,rising/peak,,SN,34.72,19.8047,19.9118,,,,,59155.5,59170.5,180.26667381333337,49.279197
2020affx,ZTF20acpzjsk,,0.1,-0.34,20.0662,20.4104,2021-01-17T10:08:52.002250,3.0,1.0,rising/peak,,SN,0.17,20.0662,20.4104,,,,,59203.5,59231.4,177.96235867500002,23.30264535
2020afga,ZTF20acsfdpi,,0.33,0.63,20.9244,20.2993,2020-12-02T12:41:34.998741,6.0,6.0,,fading,SN,2.96,19.95,19.8172,,,,,59165.5,59185.5,178.8403228875,22.63766903125
2020afgb,ZTF20actkqax,,,,,20.7889,2021-02-19T08:50:04.997756,,,,,SN,0.37,,20.6955,-999.0,-999.0,0.0,0.0182917,59252.3,59264.4,163.3210633,40.97963225
