TNS_ID,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2023zkb,ZTF23absjlid,,,,,17.4321,2023-12-17T13:21:20.001609,9,9,,,SN,4.66,,17.3177,-999.0,19.8991,-1018.9,0.5,60287.6,60295.6,215.332403625,-10.05515254
2023zkc,ZTF23absqtpn,,,,,19.1943,2023-12-14T13:32:37.999664,11,11,,fading,NT,0.29,,18.6559,20.4677,20.5527,-0.09,0.5,60287.6,60292.6,223.5159875875,1.517964525
2023zkd,ZTF23aasnwva,,,,,18.5261,2023-12-14T13:42:11.998085,10,10,,,SN,1.51,,18.5261,21.3342,21.1998,0.13,0.003125,60288.6,60292.6,237.1981284052632,9.200008015789471
2023zkf,ZTF23absjity,,,,,17.7684,2023-12-12T13:20:01.999664,8,8,,fading,NT,0.85,,17.5323,20.678,20.6263,0.05,0.00708333,60287.5,60290.6,225.07086351176468,14.936671764705885
2023zkg,ZTF23absjire,,,,,18.4269,2023-12-12T13:23:32.997108,10,10,,,NT,1.05,,18.2445,18.8851,18.5003,0.38,0.048875,60287.5,60290.6,222.6943531352941,10.408707094117648
2023zkh,ZTF23absjjax,,,,,18.4489,2023-12-10T13:21:28.995849,5,5,,,SN,4.47,,18.3671,19.3989,19.3481,0.05,0.011131,60287.5,60288.6,212.31451714,2.775710000000001
2023zkk,ZTF23absqrpj,,,,,19.0599,2023-12-12T13:20:01.999664,7,7,,,NT,0.73,,18.8602,20.0908,19.7829,0.31,0.00625,60287.5,60290.6,224.7650884,14.10530757142857
2023zkl,ZTF23absjeqz,,0.56,0.83,19.1311,18.2974,2023-12-13T13:43:29.999992,5,5,,fading,NT,0.22,18.8597,18.2974,18.1193,17.4689,0.65,0.0536667,60287.5,60291.6,177.87296711428573,-13.423081728571429
2023zkx,ZTF23abscxxw,,0.26,0.2,19.7919,19.5965,2023-12-13T09:36:43.001289,3,3,,,SN,1.87,19.6923,19.4306,21.2884,21.2152,0.07,0.004375,60287.4,60291.4,133.46320768,25.112332740000003
2023zlc,ZTF23absjirb,,,,,19.4056,2023-12-14T13:27:08.997108,9,9,,,SN,2.21,,19.2329,20.4078,19.5354,0.87,0.00989583,60287.5,60292.6,227.0708731631579,18.002025421052632
2023zld,ZTF23absjgwg,,0.12,0.33,19.3367,19.0079,2023-12-12T12:04:46.001266,2,2,,fading,VS,1.1,18.9225,19.0079,18.7154,18.1352,0.58,0.00958333,60287.5,60290.5,191.41651236666667,-12.567822866666669
2023zld,ZTF23abtncvr,,0.25,0.17,19.3367,19.1679,2023-12-12T12:38:00.000953,3,3,,,SN,1.35,19.3367,19.0079,18.7154,18.1352,0.58,0.00958333,60288.5,60290.5,191.41640243333333,-12.567720333333334
2023zlf,ZTF23absqlfh,,0.38,0.33,19.1686,18.8343,2023-12-18T11:53:58.001281,3,3,rising/peak,,SN,0.85,19.1158,18.8343,18.7224,18.3336,0.39,0.0705417,60287.4,60296.5,166.46842274,-19.56413326
2023zli,ZTF23abhhwbn,,,,,19.7152,2023-12-14T13:27:08.997108,6,6,,fading,SN,0.29,,19.4446,20.5949,20.2162,0.38,0.000833333,60287.5,60292.6,230.2237173066667,20.44511924
2023zlj,ZTF23absazuz,,0.08,0.08,20.392,20.3104,2023-12-07T03:47:48.998397,1,1,rising/peak,,SN,1.07,20.392,20.3104,20.5452,19.9781,0.57,,60285.1,60285.2,357.15827565,14.28954095
2023zll,ZTF23absaqti,,0.3,0.5,19.8219,19.3263,2023-12-12T02:39:03.000946,3,3,,fading,SN,0.16,19.3849,19.3263,20.7056,20.2893,0.42,0.0116667,60285.1,60290.1,340.393134775,3.890784675
2023zln,ZTF23abryjzl,,-0.39,-0.34,19.9202,20.2633,2023-12-12T02:37:01.004142,1,1,,,SN,0.08,19.8199,20.2633,22.0697,22.1351,-0.07,0.101542,60284.1,60290.1,343.56539789999994,-9.416048566666667
2023zlq,ZTF23abrygqx,,0.09,0.23,20.2417,20.0127,2023-12-12T03:57:10.995834,1,1,,,SN,2.83,20.2004,20.0127,19.4593,18.4605,1.0,0.0204583,60284.1,60290.2,339.48531875000003,43.18254335
2023zlr,ZTF23abryggj,,0.11,0.02,18.8775,18.8564,2023-12-12T05:22:05.001594,4,4,,fading,SN,0.21,18.4878,18.3234,19.3059,18.2365,1.07,0.0253333,60284.1,60290.2,328.9549885,47.86506852
2023zls,ZTF23abryeaa,,0.02,0.02,20.1327,20.1078,2023-12-06T03:08:00.997428,2,2,rising/peak,,SN,0.64,20.1327,20.1078,21.3923,20.9539,0.44,0.00125,60284.1,60284.1,346.17759715,9.42534165
2023zmb,ZTF23absqlwb,,,,18.7451,,2023-12-11T10:52:52.999671,1,1,,,SN,0.89,18.7451,,21.3481,21.6952,-0.35,0.5,60289.5,60289.5,189.8872917,24.8310996
2023zmd,ZTF23absjgwn,,,,18.0783,,2023-12-13T11:57:15.001899,1,1,,,SN,2.15,18.0783,,21.4779,21.333,0.14,0.5,60287.5,60291.5,209.4452395,21.004594
