TNS_ID,objectId,type,g_minus_r_mean,g_minus_r_latest,g,r,latest_utc,N_obs,N_obs_14_day,rising,fading,sherlock,offsetArcsec,g_max,r_max,g_host,r_host,g_minus_r_host,sg_score,disc_mjd,latest_mjd,ra,decl
2021aial,ZTF21achsdxh,,0.37,0.22,20.3789,20.1595,2021-11-03T06:10:00.998390,2,2.0,,fading,VS,2.17,20.1916,19.8371,19.9768,18.7803,1.2,0.996667,59497.4,59521.3,13.168725066666664,27.588663222222223
2021aian,ZTF21acjouhg,,0.02,-0.21,19.8231,20.0379,2021-12-02T09:13:58.995849,9,3.0,,,SN,0.22,19.8231,19.899,19.955,19.441,0.51,,59522.5,59550.4,134.87210126999997,45.01692355
2023uwe,ZTF23abjyvco,,0.31,0.31,20.2539,19.9403,2023-10-16T12:19:57.002883,2,2.0,rising/peak,,SN,2.81,20.2539,19.9403,20.5924,20.0672,0.53,0.234685,60231.5,60233.5,155.0840639,40.98925145
2023uwi,ZTF23abjycle,,0.1,0.04,20.302,20.2585,2023-10-22T10:33:31.999694,8,8.0,,fading,SN,26.47,20.0331,19.9669,-999.0,21.607,-1020.61,0.0025,60225.4,60239.4,65.68029482857142,-6.156177547619048
2023uwj,ZTF23abjxcfx,,,,,20.0444,2023-10-14T09:38:33.999359,1,1.0,,,SN,1.02,,20.0444,22.1161,-999.0,1021.12,0.316708,60231.4,60231.4,37.6118374,3.0217014
2023uwm,ZTF23abjwegr,,-0.11,-0.74,19.5715,20.3142,2023-12-06T03:42:51.998397,6,1.0,,fading,SN,2.21,19.0161,19.0386,20.1567,19.8531,0.3,0.00520833,60254.2,60284.2,355.6697574125,41.193143625
2023uwn,ZTF23abjvckf,,0.12,0.31,20.0055,19.6985,2023-11-13T05:40:53.999053,20,7.0,,fading,VS,0.25,18.8553,18.71,20.3632,19.7334,0.63,0.01625,60231.3,60261.2,1.5452148454545451,31.7997027
2023uwp,ZTF23abjtxez,,0.1,0.36,20.1685,19.8135,2023-11-06T04:58:39.999359,6,2.0,,fading,SN,1.14,19.8468,19.8135,19.3372,19.0929,0.24,0.0319167,60231.2,60254.2,327.10650764285714,-18.63420731428571
2023uwr,ZTF23abjtqoy,,0.25,0.34,20.3427,20.0062,2023-10-18T04:18:24.998420,2,2.0,,,SN,2.03,20.1638,20.0062,18.8738,18.2172,0.66,0.0120833,60231.2,60235.2,308.73833386666666,4.394630566666667
2023uwu,ZTF23abjtesj,,0.04,0.04,20.2696,20.2309,2023-10-14T03:08:55.999664,1,1.0,rising/peak,,SN,0.21,20.2696,20.2309,19.998,19.2213,0.78,0.0245833,60231.1,60231.1,259.5660799,9.04778625
2023uww,ZTF23abjpsyy,,0.17,-0.02,19.255,19.2777,2023-10-27T07:09:05.999038,11,11.0,,fading,SN,0.84,18.9233,18.7726,19.854,19.1162,0.74,0.0127917,60231.4,60244.3,55.68087310909091,3.7039669
2023uwy,ZTF23abjhtsj,,0.11,0.16,20.5146,20.3589,2023-10-22T10:06:57.997436,6,6.0,,,SN,0.11,20.3363,20.1592,21.7199,-999.0,1020.72,0.00854167,60228.4,60239.4,69.4922702125,-0.5259680624999999
2023uxa,ZTF18aafdigb,SN Ia,-0.07,-0.04,19.3589,19.3966,2023-11-05T11:35:51.996467,12,4.0,,fading,SN,0.62,18.5314,18.4717,18.3778,17.8063,0.57,0.0104167,60225.4,60253.5,106.75177057857142,27.068975907142853
2023uxd,ZTF23abfqqtu,,0.02,-0.0,19.9549,19.9558,2023-10-14T03:41:30.998397,2,1.0,rising/peak,,SN,0.64,19.7789,19.84,-999.0,22.0087,-1021.01,0.0229167,60203.2,60231.2,267.47617077272724,59.83460973636363
2023uxe,ZTF23abhvzbm,,0.13,0.45,20.2301,19.7765,2023-11-13T03:50:06.002883,16,4.0,,fading,SN,0.52,18.7544,18.7385,21.8575,21.4559,0.4,0.00666667,60231.2,60261.2,356.13545491739126,50.6026319
2023uxj,ZTF23abjybfz,,0.51,0.63,20.7899,20.1559,2023-10-22T09:36:53.999977,6,6.0,,fading,SN,3.94,20.2104,19.8368,19.7719,19.6562,0.12,0.0147917,60231.4,60239.4,51.580974771428565,-1.2513876714285712
2023uxk,ZTF23abiknci,,0.07,0.18,20.5063,20.3242,2023-10-10T07:28:28.001266,2,2.0,,,SN,2.96,20.4507,20.3242,22.0719,21.9066,0.17,0.00625,60222.2,60227.3,342.215686725,15.962529425
2023uxq,ZTF23abeqftr,,0.03,0.03,19.7111,19.6819,2023-10-05T03:21:11.998092,1,1.0,,,SN,2.75,19.7059,19.6819,-999.0,21.8683,-1020.87,0.0219167,60212.2,60222.1,243.9855160333333,54.28311636666667
2023uxr,ZTF23abjfuhi,,0.05,0.19,19.5249,19.3322,2023-11-20T04:15:11.998100,6,4.0,,fading,SN,4.36,18.1665,18.509,19.2716,18.9085,0.36,0.00428571,60242.4,60268.2,22.678944061538463,-14.72206502307692
