TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024tlc,10:03:16.310,+03:23:49.18,2024-04-22 13:56:38.400,2024-08-29,20.7,ABMag,r - WFST,5.299,Galaxy,SDSS J100316.53+032353.2,['SDSS J100316.53+032353.2' '150.819' '3.398' '5.299' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024ttn,02:24:02.423,+35:29:08.21,2024-08-28 08:39:09.000,2024-08-29,19.848,ABMag,g - ZTF,5.306,Galaxy,LEDA 2065235,['LEDA 2065235' '36.008' '35.485' '5.306' 'inf' 'Galaxy' 'G'],,,,,,,I. Pérez-Fournon,No
2024tps,14:10:25.590,+00:46:54.85,2024-05-09 15:53:16.800,2024-08-29,21.55,ABMag,g - WFST,5.343,Galaxy,2dFGRS TGN409Z129,['2dFGRS TGN409Z129' '212.606' '0.783' '5.343' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024ten,11:35:24.240,+02:04:18.28,2024-03-06 16:58:04.800,2024-08-29,21.04,ABMag,g - WFST,5.541,Galaxy,2dFGRS TGN445Z230,['2dFGRS TGN445Z230' '173.85' '2.073' '5.541' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024ttj,02:28:40.121,+01:20:26.56,2024-08-23 10:57:13.996,2024-08-29,19.9884,ABMag,g - ZTF,5.847,Galaxy,LEDA 1191902,['LEDA 1191902' '37.169' '1.341' '5.847' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024ttv,22:22:07.035,-29:06:09.85,2024-08-10 11:13:18.912,2024-08-29,20.26,ABMag,w - P1,5.85,Galaxy,2dFGRS TGS255Z191,['2dFGRS TGS255Z191' '335.527' '-29.103' '5.85' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024tqc,11:13:39.800,-00:46:27.44,2024-05-13 15:01:26.400,2024-08-29,21.83,ABMag,g - WFST,5.987,Galaxy,2dFGRS TGN370Z271,['2dFGRS TGN370Z271' '168.417' '-0.773' '5.987' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024tol,14:51:44.300,+00:37:28.58,2024-05-03 18:34:33.600,2024-08-29,21.95,ABMag,r - WFST,6.61,Galaxy,SDSS J145144.14+003734.7,['SDSS J145144.14+003734.7' '222.934' '0.626' '6.61' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
2024ttt,22:54:44.294,-28:49:11.64,2024-07-06 13:36:47.808,2024-08-29,21.16,ABMag,w - P1,7.326,Galaxy,2dFGRS TGS262Z120,['2dFGRS TGS262Z120' '343.684' '-28.822' '7.326' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024tqa,10:57:50.490,+01:38:53.90,2024-05-12 15:00:00.000,2024-08-29,20.41,ABMag,r - WFST,7.939,GtowardsCl,2dFGRS TGN433Z064,['2dFGRS TGN433Z064' '164.458' '1.649' '7.939' 'inf' 'GtowardsCl' 'GiC'],,,,,,,Ji-an Jiang (USTC),Yes
2024trt,15:03:29.330,+03:49:50.85,2024-06-03 16:17:45.600,2024-08-29,21.86,ABMag,g - WFST,8.253,Galaxy,SDSS J150329.25+034959.0,['SDSS J150329.25+034959.0' '225.872' '3.833' '8.253' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),Yes
2024tlt,14:12:04.290,+00:10:55.18,2024-04-28 15:50:24.000,2024-08-29,21.15,ABMag,r - WFST,8.862,Galaxy,MGC 57499,['MGC 57499' '213.016' '0.181' '8.862' 'inf' 'Galaxy' 'G'],,,,,,,Ji-an Jiang (USTC),No
2024tks,14:34:16.320,-01:22:42.10,2024-04-09 19:19:12.000,2024-08-29,21.81,ABMag,g - WFST,9.006,Galaxy,WiggleZ S15J143415731-01224383,"['WiggleZ S15J143415731-01224383' '218.566' '-1.379' '9.006' 'inf'
 'Galaxy' 'G']",,,,,,,Ji-an Jiang (USTC),No
2024tmx,15:03:16.610,+01:23:12.21,2024-04-29 19:00:28.800,2024-08-29,21.64,ABMag,r - WFST,9.857,Seyfert2,2MASX J15031726+0123119,"['2MASX J15031726+0123119' '225.822' '1.387' '9.857' 'inf' 'Seyfert2'
 'Sy2']",,,,,,,Ji-an Jiang (USTC),Yes
