TNS_ID,RA,DEC,DiscoveryDate,ReportDate,Mag,MagUnit,Filter,Sep_arcsec,Gal_1_type,Gal_1_name,Gal_1_info,Gal_2_type,Gal_2_name,Gal_2_info,Gal_3_type,Gal_3_name,Gal_3_info,Reporter,SDSS_image
2024nfb,03:22:07.431,+25:05:15.61,2024-06-29 11:19:58.002,2024-07-01,18.7807,ABMag,r - ZTF,1.881,Galaxy,LEDA 1725089,['LEDA 1725089' '50.53' '25.088' '1.881' 'inf' 'Galaxy' 'G'],,,,,,,Nabeel Rehemtulla (CIERA,No
2024nkj,13:27:01.225,+02:10:02.14,2024-05-27 07:18:25.344,2024-07-01,21.31,ABMag,w - P1,2.06,GtowardsCl,DES J132701.09+021001.6,"['DES J132701.09+021001.6' '201.755' '2.167' '2.06' 'inf' 'GtowardsCl'
 'GiC']",,,,,,,K. C. Chambers,No
2024niw,14:29:05.139,+01:26:51.34,2024-06-01 09:17:39.264,2024-07-01,20.91,ABMag,w - P1,2.339,Galaxy,SDSS J142905.22+012653.2,['SDSS J142905.22+012653.2' '217.272' '1.448' '2.339' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024nfu,14:28:05.502,+34:56:56.92,2024-06-11 06:38:42.432,2024-07-01,21.53,ABMag,w - P1,2.428,AGN,[KEC2012] 217.023070+34.948481,"['[KEC2012] 217.023070+34.948481' '217.023' '34.948' '2.428' 'inf' 'AGN'
 'AGN']",,,,,,,K. C. Chambers,No
2024nkf,15:37:04.117,+21:30:06.63,2024-05-27 07:08:49.920,2024-07-01,21.11,ABMag,w - P1,2.48,Galaxy,SDSS J153704.07+213004.2,['SDSS J153704.07+213004.2' '234.267' '21.501' '2.48' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,No
2024nko,13:23:51.776,+08:57:32.79,2024-05-28 09:25:31.872,2024-07-01,21.09,ABMag,w - P1,3.681,Galaxy,SDSS J132351.55+085731.0,['SDSS J132351.55+085731.0' '200.965' '8.959' '3.681' 'inf' 'Galaxy' 'G'],,,,,,,K. C. Chambers,Yes
2024nfv,15:01:19.899,+42:41:50.31,2024-06-11 06:43:19.776,2024-07-01,21.19,ABMag,w - P1,3.734,BrightestCG,SDSS J150119.67+424147.4,"['SDSS J150119.67+424147.4' '225.332' '42.697' '3.734' 'inf' 'BrightestCG'
 'BiC']",,,,,,,K. C. Chambers,No
2024nfd,12:30:12.052,+70:48:54.67,2024-06-30 07:00:46.944,2024-07-01,18.831,ABMag,orange - ATLAS,3.764,Galaxy,2MFGC 9848,['2MFGC 9848' '187.551' '70.814' '3.764' 'inf' 'Galaxy' 'G'],,,,,,,J. Tonry,No
2024nel,20:48:57.118,-14:07:39.48,2024-06-26 10:35:40.001,2024-07-01,19.5815,ABMag,g - ZTF,4.008,Galaxy,LEDA  162693,['LEDA  162693' '312.238' '-14.129' '4.008' 'inf' 'Galaxy' 'G'],,,,,,,Jesper Sollerman (SU),No
2024ndu,17:45:46.141,+70:38:35.71,2024-06-29 07:55:35.000,2024-07-01,20.172,ABMag,g - ZTF,4.356,Galaxy,LEDA 2737472,['LEDA 2737472' '266.444' '70.642' '4.356' 'inf' 'Galaxy' 'G'],,,,,,,F. Forster,No
